nama,jenis,provinsi,lat,lon,pm25_wilayah,kategori_wilayah,tanggal_besok,pm25_ramal_besok,kategori_besok,tanggal_lusa,pm25_ramal_lusa,kategori_lusa,api_5km,api_searah_angin,pm25_hulu_60km,tingkat_siaga,alasan
Sulang Betung,hamlet,KALIMANTAN BARAT,-0.2,110.9,133.5,tidak sehat,2026-09-12,126.1,tidak sehat,2026-09-13,122.6,tidak sehat,0,0,91.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Keyayo,hamlet,KALIMANTAN BARAT,-0.4,110.9,133.5,tidak sehat,2026-09-12,126.1,tidak sehat,2026-09-13,122.6,tidak sehat,0,0,61.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Panggi Agung,village,KALIMANTAN BARAT,0.6,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sumber Sari,village,KALIMANTAN BARAT,0.7,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Begelang Jaya,village,KALIMANTAN BARAT,0.6,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Margahayu,village,KALIMANTAN BARAT,0.7,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Senaning,village,KALIMANTAN BARAT,0.9,111.0,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Terduk Dampak,village,KALIMANTAN BARAT,0.6,111.2,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Empura,village,KALIMANTAN BARAT,0.7,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jasa,village,KALIMANTAN BARAT,1.0,111.2,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mengaret,village,KALIMANTAN BARAT,0.6,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sebadak,village,KALIMANTAN BARAT,0.8,111.1,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Rasau,village,KALIMANTAN BARAT,1.0,111.1,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bukit Rambat,village,KALIMANTAN BARAT,0.6,111.2,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Antu Hulu,village,KALIMANTAN BARAT,0.6,111.1,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Suak Medang,village,KALIMANTAN BARAT,0.8,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sebetung,village,KALIMANTAN BARAT,0.6,111.1,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sepiluk,village,KALIMANTAN BARAT,0.8,110.9,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Bayan,village,KALIMANTAN BARAT,1.0,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Ketori,village,KALIMANTAN BARAT,0.6,110.9,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semareh,village,KALIMANTAN BARAT,1.0,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Areh,village,KALIMANTAN BARAT,0.7,111.2,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Panggi Ruguk,village,KALIMANTAN BARAT,0.6,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Melingkat,hamlet,KALIMANTAN BARAT,0.8,111.1,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pedian,hamlet,KALIMANTAN BARAT,0.8,110.9,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,138.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sejawak,village,KALIMANTAN BARAT,0.9,111.2,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Bugau,village,KALIMANTAN BARAT,0.9,111.1,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Idai,village,KALIMANTAN BARAT,1.0,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Engkeruh,village,KALIMANTAN BARAT,0.9,111.1,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sebuluh,village,KALIMANTAN BARAT,1.0,111.1,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Riam Sejawak,village,KALIMANTAN BARAT,1.0,111.2,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Kelik,village,KALIMANTAN BARAT,1.0,111.2,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Mawang,village,KALIMANTAN BARAT,0.9,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Sebawang,village,KALIMANTAN BARAT,0.8,111.2,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sekaih,village,KALIMANTAN BARAT,0.9,111.2,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sebetung Paluk,village,KALIMANTAN BARAT,0.9,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Pisau,village,KALIMANTAN BARAT,0.9,111.0,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bekuan Luyang,village,KALIMANTAN BARAT,0.9,111.0,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Muakan Petinggi,village,KALIMANTAN BARAT,0.9,111.0,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Neraci Jaya,village,KALIMANTAN BARAT,0.9,110.9,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,101.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Empunak Tapang Keladan,village,KALIMANTAN BARAT,0.8,111.0,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Ujung Kempas,village,KALIMANTAN BARAT,0.8,111.0,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Bugau,village,KALIMANTAN BARAT,0.8,111.1,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mungguk Entawak,village,KALIMANTAN BARAT,0.7,111.2,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Embaleh,village,KALIMANTAN BARAT,0.7,111.3,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Seburuk Satu,village,KALIMANTAN BARAT,0.6,111.0,117.3,tidak sehat,2026-09-12,124.8,tidak sehat,2026-09-13,113.4,tidak sehat,0,0,94.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pasir Putih,village,KALIMANTAN BARAT,-0.3,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Nibung,village,KALIMANTAN BARAT,-0.5,109.1,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Teluk Gelam,village,KALIMANTAN BARAT,-0.4,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bintang Mas,village,KALIMANTAN BARAT,-0.3,109.3,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Kakap,village,KALIMANTAN BARAT,-0.1,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Madura,village,KALIMANTAN BARAT,-0.3,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Seruat Tiga,village,KALIMANTAN BARAT,-0.4,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sepuk Laut,village,KALIMANTAN BARAT,-0.2,109.1,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Arus Deras,village,KALIMANTAN BARAT,-0.3,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Selat Remis,village,KALIMANTAN BARAT,-0.3,109.1,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Teluk Pakedai Satu,village,KALIMANTAN BARAT,-0.3,109.1,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Bunga,village,KALIMANTAN BARAT,-0.4,109.1,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mengkalang,village,KALIMANTAN BARAT,-0.5,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sepakat Baru,village,KALIMANTAN BARAT,-0.4,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Seruat,village,KALIMANTAN BARAT,-0.4,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Air Putih,village,KALIMANTAN BARAT,-0.4,109.3,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Itik,village,KALIMANTAN BARAT,-0.0,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Deras,village,KALIMANTAN BARAT,-0.2,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Seruat Dua,village,KALIMANTAN BARAT,-0.4,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Bemban,village,KALIMANTAN BARAT,-0.4,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Nipah,village,KALIMANTAN BARAT,-0.2,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Teluk Pakedai Hulu,village,KALIMANTAN BARAT,-0.3,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Punggur Besar,village,KALIMANTAN BARAT,-0.2,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Ambawang,village,KALIMANTAN BARAT,-0.4,109.3,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Teluk Pakedai Dua,village,KALIMANTAN BARAT,-0.3,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kuala Karang,village,KALIMANTAN BARAT,-0.4,109.1,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pematang Tujuh,village,KALIMANTAN BARAT,-0.2,109.3,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Selamat,village,KALIMANTAN BARAT,-0.4,109.2,112.8,tidak sehat,2026-09-12,92.2,tidak sehat,2026-09-13,88.0,tidak sehat,0,0,147.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mantaren II,village,KALIMANTAN TENGAH,-2.8,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bungai Jaya,village,KALIMANTAN TENGAH,-2.9,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Hanjak Maju,village,KALIMANTAN TENGAH,-2.8,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tarung Manuah,village,KALIMANTAN TENGAH,-2.9,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Wono Agung,village,KALIMANTAN TENGAH,-2.9,114.1,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Simpur,village,KALIMANTAN TENGAH,-2.6,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sidodadi,village,KALIMANTAN TENGAH,-2.9,114.1,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,54.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Anjir Pulang Pisau,village,KALIMANTAN TENGAH,-2.8,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mintin,village,KALIMANTAN TENGAH,-2.9,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Garung,village,KALIMANTAN TENGAH,-2.7,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mantaren I,village,KALIMANTAN TENGAH,-2.8,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Anjir Kalampan,village,KALIMANTAN TENGAH,-2.8,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kanamit,village,KALIMANTAN TENGAH,-2.9,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Gohong,village,KALIMANTAN TENGAH,-2.7,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Nindan,village,KALIMANTAN TENGAH,-2.9,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kanamit Barat,village,KALIMANTAN TENGAH,-2.9,114.1,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,54.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sakakajang,village,KALIMANTAN TENGAH,-2.6,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Basarang Jaya,village,KALIMANTAN TENGAH,-2.9,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kanamit Jaya,village,KALIMANTAN TENGAH,-2.9,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Garantung,village,KALIMANTAN TENGAH,-2.9,114.1,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jabiren,village,KALIMANTAN TENGAH,-2.5,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Purwodadi,village,KALIMANTAN TENGAH,-2.9,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Henda,village,KALIMANTAN TENGAH,-2.6,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Panarung,village,KALIMANTAN TENGAH,-2.9,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sei Baru Tewu,village,KALIMANTAN TENGAH,-2.9,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Buntoi,village,KALIMANTAN TENGAH,-2.8,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batuah,village,KALIMANTAN TENGAH,-2.9,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pilang,village,KALIMANTAN TENGAH,-2.5,114.2,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pulang Pisau,town,KALIMANTAN TENGAH,-2.7,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bereng,village,KALIMANTAN TENGAH,-2.7,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kalawa,village,KALIMANTAN TENGAH,-2.7,114.3,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,12.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Pangkoh,hamlet,KALIMANTAN TENGAH,-2.9,113.9,103.9,tidak sehat,2026-09-12,104.3,tidak sehat,2026-09-13,112.4,tidak sehat,0,0,54.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Swadaya,village,KALIMANTAN BARAT,0.7,111.5,101.0,tidak sehat,2026-09-12,118.6,tidak sehat,2026-09-13,110.8,tidak sehat,0,0,87.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Laja Sandang,village,KALIMANTAN BARAT,0.9,111.7,101.0,tidak sehat,2026-09-12,118.6,tidak sehat,2026-09-13,110.8,tidak sehat,0,0,85.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kantuk Bunut,village,KALIMANTAN BARAT,0.9,111.7,101.0,tidak sehat,2026-09-12,118.6,tidak sehat,2026-09-13,110.8,tidak sehat,0,0,85.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Wana Bakti,village,KALIMANTAN BARAT,0.8,111.5,101.0,tidak sehat,2026-09-12,118.6,tidak sehat,2026-09-13,110.8,tidak sehat,0,0,87.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Mali,village,KALIMANTAN BARAT,0.6,111.6,101.0,tidak sehat,2026-09-12,118.6,tidak sehat,2026-09-13,110.8,tidak sehat,0,0,87.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Mawang,village,KALIMANTAN BARAT,1.0,111.8,101.0,tidak sehat,2026-09-12,118.6,tidak sehat,2026-09-13,110.8,tidak sehat,0,0,85.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kenepai Komplek,village,KALIMANTAN BARAT,0.7,111.8,101.0,tidak sehat,2026-09-12,118.6,tidak sehat,2026-09-13,110.8,tidak sehat,0,0,87.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Keling Panggau,village,KALIMANTAN BARAT,0.8,111.8,101.0,tidak sehat,2026-09-12,118.6,tidak sehat,2026-09-13,110.8,tidak sehat,0,0,85.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Sari,village,KALIMANTAN BARAT,0.7,111.6,101.0,tidak sehat,2026-09-12,118.6,tidak sehat,2026-09-13,110.8,tidak sehat,0,0,87.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Kantuk,village,KALIMANTAN BARAT,0.8,111.7,101.0,tidak sehat,2026-09-12,118.6,tidak sehat,2026-09-13,110.8,tidak sehat,0,0,85.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
