nama,jenis,provinsi,lat,lon,pm25_wilayah,kategori_wilayah,tanggal_besok,pm25_ramal_besok,kategori_besok,tanggal_lusa,pm25_ramal_lusa,kategori_lusa,api_5km,api_searah_angin,pm25_hulu_60km,tingkat_siaga,alasan
Nanga Palin,village,KALIMANTAN BARAT,0.9,112.6,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pala Pintas,village,KALIMANTAN BARAT,0.8,112.7,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Landau Mentail,village,KALIMANTAN BARAT,0.6,112.6,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,34.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Teluk Geruguk,village,KALIMANTAN BARAT,0.6,112.5,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,34.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Delintas Karya,village,KALIMANTAN BARAT,0.6,112.5,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,34.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Menaren,village,KALIMANTAN BARAT,0.6,112.8,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,34.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tembang,village,KALIMANTAN BARAT,0.8,112.6,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kapuas Raya,village,KALIMANTAN BARAT,0.8,112.5,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bunut Tengah,village,KALIMANTAN BARAT,0.8,112.5,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,34.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Empangau,village,KALIMANTAN BARAT,0.7,112.4,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,34.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Empangau Hilir,village,KALIMANTAN BARAT,0.7,112.4,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,34.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Lauk,village,KALIMANTAN BARAT,0.9,112.6,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
UPT XIX Keliling Semulung,hamlet,KALIMANTAN BARAT,0.9,112.7,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Ujung Bayur,village,KALIMANTAN BARAT,0.8,112.7,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kirin Nangka,village,KALIMANTAN BARAT,0.8,112.7,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Belatung,village,KALIMANTAN BARAT,1.0,112.5,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Benua Tengah,village,KALIMANTAN BARAT,0.9,112.8,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jangkang,village,KALIMANTAN BARAT,0.9,112.8,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Lauk,village,KALIMANTAN BARAT,0.9,112.8,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Melapi Manday,village,KALIMANTAN BARAT,0.7,112.8,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,34.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Manday,village,KALIMANTAN BARAT,0.8,112.8,49.5,sedang,2026-09-12,106.4,tidak sehat,2026-09-13,96.1,tidak sehat,0,0,23.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Muara Babuat,village,KALIMANTAN TENGAH,-0.7,114.3,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Bukoi,village,KALIMANTAN TENGAH,-0.7,113.9,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,78.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Baratu,village,KALIMANTAN TENGAH,-0.6,114.3,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Masao,village,KALIMANTAN TENGAH,-0.5,114.2,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Batang,village,KALIMANTAN TENGAH,-0.7,114.2,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Olong Liko,village,KALIMANTAN TENGAH,-0.5,114.1,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Sirat,village,KALIMANTAN TENGAH,-0.9,114.0,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Purnama,village,KALIMANTAN TENGAH,-0.7,114.3,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Manyarung,village,KALIMANTAN TENGAH,-0.7,114.0,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Juking Sopan,village,KALIMANTAN TENGAH,-0.7,114.3,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Karetau Manta'a,village,KALIMANTAN TENGAH,-0.7,113.9,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pantai Laga,village,KALIMANTAN TENGAH,-0.6,114.3,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Lobang,village,KALIMANTAN TENGAH,-0.7,114.2,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Masaha,village,KALIMANTAN TENGAH,-0.8,114.0,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Makap,village,KALIMANTAN TENGAH,-0.5,114.1,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jakatan Pari,village,KALIMANTAN TENGAH,-0.8,114.2,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Puroh,village,KALIMANTAN TENGAH,-0.9,113.9,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Lahung,village,KALIMANTAN TENGAH,-0.7,114.3,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Manyarung,village,KALIMANTAN TENGAH,-0.6,114.0,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kalapeh Baru,village,KALIMANTAN TENGAH,-0.5,114.2,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Gula,village,KALIMANTAN TENGAH,-0.7,114.2,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Lawang Tamang,village,KALIMANTAN TENGAH,-0.7,113.9,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Mirau,village,KALIMANTAN TENGAH,-0.6,114.3,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sei Pinang,village,KALIMANTAN TENGAH,-0.8,114.1,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Kunyi,village,KALIMANTAN TENGAH,-0.5,114.1,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sei Hanyo,village,KALIMANTAN TENGAH,-0.9,114.0,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Bakanon,village,KALIMANTAN TENGAH,-0.8,114.3,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Katanjung,village,KALIMANTAN TENGAH,-0.9,113.9,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bulau Ngandung,village,KALIMANTAN TENGAH,-0.9,114.0,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jakatan Masaha,village,KALIMANTAN TENGAH,-0.8,114.0,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Rendan,village,KALIMANTAN TENGAH,-0.7,114.0,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Salio,village,KALIMANTAN TENGAH,-0.8,114.3,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Camp Tengah,hamlet,KALIMANTAN TENGAH,-0.8,114.2,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Masupa Ria,village,KALIMANTAN TENGAH,-0.6,114.0,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Tihis,village,KALIMANTAN TENGAH,-0.7,114.0,46.9,sedang,2026-09-12,117.6,tidak sehat,2026-09-13,107.1,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Buntut Sabon,village,KALIMANTAN BARAT,-0.3,112.9,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Menakon,village,KALIMANTAN BARAT,-0.3,112.9,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kepala Jungai,village,KALIMANTAN BARAT,-0.0,113.0,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,31.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dahtah Bungai,village,KALIMANTAN BARAT,-0.2,112.9,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Menantak,village,KALIMANTAN BARAT,-0.2,113.0,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Deme,village,KALIMANTAN BARAT,-0.2,113.0,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Pahangan,village,KALIMANTAN BARAT,-0.3,113.1,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Buntut Purun,village,KALIMANTAN BARAT,-0.3,113.0,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Mentomoi,village,KALIMANTAN BARAT,-0.3,113.0,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Ukai,village,KALIMANTAN BARAT,-0.3,113.0,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Riam Sabon,village,KALIMANTAN BARAT,-0.3,112.9,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Tambun,village,KALIMANTAN BARAT,-0.3,112.9,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jengkarang,village,KALIMANTAN BARAT,-0.0,113.0,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,31.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mensuang,village,KALIMANTAN BARAT,-0.3,112.9,43.2,sedang,2026-09-12,89.9,tidak sehat,2026-09-13,85.0,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mulya Agung,village,KALIMANTAN TENGAH,-1.6,112.7,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Harapan,village,KALIMANTAN TENGAH,-1.8,112.7,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sebungsu,village,KALIMANTAN TENGAH,-1.9,112.8,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,124.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Getas,village,KALIMANTAN TENGAH,-1.8,112.4,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bukit Makmur,village,KALIMANTAN TENGAH,-1.8,112.7,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Batu,village,KALIMANTAN TENGAH,-1.7,112.4,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mekar Sari,village,KALIMANTAN TENGAH,-1.7,112.8,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,124.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Sangai,village,KALIMANTAN TENGAH,-1.8,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Jariangau,village,KALIMANTAN TENGAH,-1.9,112.5,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Rantau Tampang,village,KALIMANTAN TENGAH,-1.7,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Panyahuan,village,KALIMANTAN TENGAH,-1.8,112.4,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Jorong,village,KALIMANTAN TENGAH,-1.7,112.8,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,124.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Hanya,village,KALIMANTAN TENGAH,-1.6,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Bajanei,village,KALIMANTAN TENGAH,-1.7,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bhakti Karya,village,KALIMANTAN TENGAH,-1.6,112.7,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tukang Langit,village,KALIMANTAN TENGAH,-1.8,112.5,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Torung,village,KALIMANTAN TENGAH,-1.7,112.4,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Rantau Katang,village,KALIMANTAN TENGAH,-1.8,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Wonosari,village,KALIMANTAN TENGAH,-1.7,112.7,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Tilap,village,KALIMANTAN TENGAH,-1.9,112.5,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,52.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Agung,village,KALIMANTAN TENGAH,-1.7,112.5,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Kaminting,village,KALIMANTAN TENGAH,-1.9,112.5,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bukit Indah,village,KALIMANTAN TENGAH,-1.6,112.5,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Luwuk Kowan,village,KALIMANTAN TENGAH,-1.7,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Barunang Miri,village,KALIMANTAN TENGAH,-1.9,112.8,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,124.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Sapia,village,KALIMANTAN TENGAH,-1.8,112.4,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Mujam,village,KALIMANTAN TENGAH,-1.8,112.8,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,124.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Buana Mustika,village,KALIMANTAN TENGAH,-1.9,112.7,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Sepayang,village,KALIMANTAN TENGAH,-1.6,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Waringin Agung,village,KALIMANTAN TENGAH,-1.6,112.7,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Beringin Agung,village,KALIMANTAN TENGAH,-1.8,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bawan,village,KALIMANTAN TENGAH,-1.9,112.5,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,52.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Agung Mulya,village,KALIMANTAN TENGAH,-1.8,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Mangkup,village,KALIMANTAN TENGAH,-1.8,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Merah,village,KALIMANTAN TENGAH,-1.7,112.8,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,124.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Luwuk Sampun,village,KALIMANTAN TENGAH,-1.7,112.8,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,124.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Gunung Makmur,village,KALIMANTAN TENGAH,-1.7,112.7,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Boloi,village,KALIMANTAN TENGAH,-1.7,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanah Haluan,village,KALIMANTAN TENGAH,-1.9,112.4,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tri Buana,village,KALIMANTAN TENGAH,-1.6,112.5,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Kalang,village,KALIMANTAN TENGAH,-1.5,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Rantau Sawang,village,KALIMANTAN TENGAH,-1.5,112.4,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,42.1,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Manya,village,KALIMANTAN TENGAH,-1.5,112.6,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Puan,village,KALIMANTAN TENGAH,-1.5,112.5,42.1,sedang,2026-09-12,72.4,tidak sehat,2026-09-13,73.5,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Betenung,village,KALIMANTAN BARAT,-1.6,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kemuning Biutak,village,KALIMANTAN BARAT,-1.9,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kepuluk,village,KALIMANTAN BARAT,-1.8,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pebihingan,village,KALIMANTAN BARAT,-1.7,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
