nama,jenis,lat,lon,provinsi
Danum Doro,hamlet,0.83612,113.06145,KALIMANTAN BARAT
Datah Dian,village,0.88867,113.03952,KALIMANTAN BARAT
Kedamin Darat,village,0.82376,112.92565,KALIMANTAN BARAT
Landau Ipoh,hamlet,1.02751,112.91471,KALIMANTAN BARAT
Long Miting,hamlet,0.86323,113.00644,KALIMANTAN BARAT
Lunsa Yandunge,hamlet,0.82364,113.08645,KALIMANTAN BARAT
Nanga Nyabau,village,1.00995,112.71444,KALIMANTAN BARAT
Nanga Potan,hamlet,1.04305,112.99316,KALIMANTAN BARAT
Teluk Telaga,hamlet,0.87009,113.01795,KALIMANTAN BARAT
Padua Mendalam,village,0.87295,113.02177,KALIMANTAN BARAT
Padua Mendalam,hamlet,0.87621,113.02573,KALIMANTAN BARAT
Pulau Lunsara,hamlet,0.81158,113.12678,KALIMANTAN BARAT
Pulau Sayat,hamlet,0.8195,113.11606,KALIMANTAN BARAT
Seluan,village,0.98815,112.85292,KALIMANTAN BARAT
Sungai Uluk Palin,village,1.0517,112.7816,KALIMANTAN BARAT
Tanjung Beruang,village,0.94399,112.86579,KALIMANTAN BARAT
Tanjung Karang,village,0.86774,113.0045,KALIMANTAN BARAT
Tanjung Karang,hamlet,0.87078,113.0016,KALIMANTAN BARAT
Tanjung Kerja,hamlet,1.03945,112.77532,KALIMANTAN BARAT
Tanjung Lansa,hamlet,0.98095,112.95188,KALIMANTAN BARAT
Urang Unsa,village,0.82714,113.07236,KALIMANTAN BARAT
Bolong Ae' Ariung,hamlet,0.85987,112.96351,KALIMANTAN BARAT
Long Hatung,hamlet,0.88904,113.04138,KALIMANTAN BARAT
Masuling,hamlet,0.88829,113.03871,KALIMANTAN BARAT
Sinsiung Amas Tilalo,hamlet,0.86105,112.96746,KALIMANTAN BARAT
Apan,hamlet,1.13105,112.49725,KALIMANTAN BARAT
Bakul,hamlet,1.12591,112.25546,KALIMANTAN BARAT
Belimbis,hamlet,1.10942,112.37231,KALIMANTAN BARAT
Bukung,hamlet,1.10969,112.37924,KALIMANTAN BARAT
Engkadan,hamlet,1.1222,112.27412,KALIMANTAN BARAT
Entebulu,hamlet,1.1489,112.26065,KALIMANTAN BARAT
Ganti,hamlet,1.06377,112.33775,KALIMANTAN BARAT
Karangan Bunut,hamlet,1.20264,112.38564,KALIMANTAN BARAT
Kelawik,hamlet,1.14391,112.27168,KALIMANTAN BARAT
Kelayam,hamlet,1.1395,112.35559,KALIMANTAN BARAT
Keraam,hamlet,1.11565,112.38529,KALIMANTAN BARAT
Kerang Lunsa,hamlet,1.12674,112.25556,KALIMANTAN BARAT
Kerangkang,hamlet,1.13156,112.42175,KALIMANTAN BARAT
Madang,hamlet,1.15835,112.37078,KALIMANTAN BARAT
Nanga Liuk,hamlet,1.10844,112.41813,KALIMANTAN BARAT
Nanga Ngaung,hamlet,1.06472,112.32382,KALIMANTAN BARAT
Nanga Sungai,hamlet,1.09285,112.42932,KALIMANTAN BARAT
Ngaung Keruh,hamlet,1.11454,112.30866,KALIMANTAN BARAT
Paat,hamlet,1.07557,112.46012,KALIMANTAN BARAT
Pinjawan,hamlet,1.12368,112.38014,KALIMANTAN BARAT
Sadap,hamlet,1.17446,112.37084,KALIMANTAN BARAT
Sawa',hamlet,1.07996,112.26046,KALIMANTAN BARAT
Sembawang,hamlet,1.12642,112.25143,KALIMANTAN BARAT
Sungai Ajung,village,1.06555,112.32562,KALIMANTAN BARAT
Sungai Luar,hamlet,1.06625,112.2827,KALIMANTAN BARAT
Sungai Sedik,hamlet,1.06799,112.25027,KALIMANTAN BARAT
Sungai Tebelian,hamlet,1.13211,112.47431,KALIMANTAN BARAT
Talas,hamlet,1.14867,112.3765,KALIMANTAN BARAT
Tamao,village,1.13215,112.41686,KALIMANTAN BARAT
Teliyai,hamlet,1.09554,112.40299,KALIMANTAN BARAT
Tumbali,hamlet,1.09048,112.2979,KALIMANTAN BARAT
Ukit-Ukit,hamlet,1.09947,112.28244,KALIMANTAN BARAT
Ulak Batu,hamlet,1.1012,112.41486,KALIMANTAN BARAT
Ulak Pauk,hamlet,1.06052,112.49359,KALIMANTAN BARAT
Mantarem,hamlet,-1.47606,114.85686,KALIMANTAN TENGAH
Muara Malungai,hamlet,-1.44361,115.26182,KALIMANTAN TENGAH
Rantau Lalang,hamlet,0.68586,112.55958,KALIMANTAN BARAT
Long Iram Kota,village,-0.01691,115.62855,KALIMANTAN TIMUR
Sendawar,town,-0.23794,115.70227,KALIMANTAN TIMUR
Linggang Bangunsari,village,-0.1497,115.6445,KALIMANTAN TIMUR
Linggang Bigung Baru,village,-0.1434,115.57832,KALIMANTAN TIMUR
Geleo Asa,village,-0.15083,115.74156,KALIMANTAN TIMUR
Geleo Baru,village,-0.17068,115.7442,KALIMANTAN TIMUR
Gemuruh,village,-0.21395,115.88159,KALIMANTAN TIMUR
Gunung Rampah,village,-0.17173,115.88724,KALIMANTAN TIMUR
Jengan,village,-0.15131,115.86252,KALIMANTAN TIMUR
Juaq Asa,village,-0.1771,115.6805,KALIMANTAN TIMUR
Karangan,village,-0.19486,115.85262,KALIMANTAN TIMUR
Kelumpang,village,-0.16269,115.82318,KALIMANTAN TIMUR
Leleng,village,-0.2531,115.80276,KALIMANTAN TIMUR
Linggang Amer,village,-0.1453,115.65688,KALIMANTAN TIMUR
Linggang Bigung,village,-0.14573,115.62483,KALIMANTAN TIMUR
Linggang Kebut,village,-0.12042,115.64201,KALIMANTAN TIMUR
Linggang Mapan,village,-0.17372,115.61519,KALIMANTAN TIMUR
Linggang Melapeh,village,-0.16135,115.58659,KALIMANTAN TIMUR
Melak Ilir,village,-0.23761,115.83317,KALIMANTAN TIMUR
Linggang Melapeh Baru,village,-0.14481,115.56307,KALIMANTAN TIMUR
Muara Asa,village,-0.13179,115.70522,KALIMANTAN TIMUR
Muara Benangaq,village,-0.13529,115.7665,KALIMANTAN TIMUR
Muara Bunyut,village,-0.29401,115.86182,KALIMANTAN TIMUR
Ombau Asa,village,-0.19152,115.71738,KALIMANTAN TIMUR
Ongko Asa,village,-0.17019,115.69434,KALIMANTAN TIMUR
Pepas Asa,village,-0.15073,115.68947,KALIMANTAN TIMUR
Sakaq Tada,village,-0.25055,115.88542,KALIMANTAN TIMUR
Sekolaq Joleq,village,-0.26117,115.72062,KALIMANTAN TIMUR
Sekolaq Muliaq,village,-0.24978,115.77893,KALIMANTAN TIMUR
Sekolaq Oday,village,-0.23389,115.77255,KALIMANTAN TIMUR
Simpang Raya,village,-0.24091,115.68641,KALIMANTAN TIMUR
Sumber Bangun,village,-0.24743,115.72429,KALIMANTAN TIMUR
Linggang Tutung,village,-0.08192,115.45694,KALIMANTAN TIMUR
Anah,village,-0.03784,115.60532,KALIMANTAN TIMUR
Linggang Jelemuq,village,-0.06814,115.66795,KALIMANTAN TIMUR
Linggang Mencelew,village,-0.11049,115.65185,KALIMANTAN TIMUR
Long Iram Bayan,village,-0.00843,115.62423,KALIMANTAN TIMUR
Long Iram Ilir,village,-0.02652,115.62279,KALIMANTAN TIMUR
Long Iram Seberang,village,-0.02004,115.60974,KALIMANTAN TIMUR
Linggang Muara Leban,village,-0.03395,115.60069,KALIMANTAN TIMUR
Linggang Muara Mujan,village,-0.05526,115.6024,KALIMANTAN TIMUR
Linggang Purworejo,village,-0.09058,115.64164,KALIMANTAN TIMUR
Sukomulyo,village,-0.00551,115.64145,KALIMANTAN TIMUR
Tering Lama Ulu,village,-0.07012,115.6426,KALIMANTAN TIMUR
Tering Lama,village,-0.06987,115.6478,KALIMANTAN TIMUR
Linggang Tering Seberang,village,-0.08106,115.64383,KALIMANTAN TIMUR
Tukul,village,-0.00287,115.68624,KALIMANTAN TIMUR
Linggang Banjarejo,village,-0.09727,115.6528,KALIMANTAN TIMUR
Muara Kalaq,village,-0.10395,115.7728,KALIMANTAN TIMUR
Awai,village,-0.25013,115.58633,KALIMANTAN TIMUR
Gabung Baru,village,-0.02573,115.71279,KALIMANTAN TIMUR
Sentalar,village,-0.38922,115.5392,KALIMANTAN TIMUR
Muara Nyahing,village,-0.47293,115.61698,KALIMANTAN TIMUR
Bengkiraq,hamlet,-0.4688,115.66751,KALIMANTAN TIMUR
Sempatn,village,-0.44454,115.69094,KALIMANTAN TIMUR
Gunung Rantau,village,-1.42395,114.91239,KALIMANTAN TENGAH
Ngurit,village,-1.35429,115.26013,KALIMANTAN TENGAH
Sei Paken,village,-1.45764,115.15768,KALIMANTAN TENGAH
Tamparak Layung,village,-1.4392,115.15745,KALIMANTAN TENGAH
Kamendran,hamlet,-0.96378,114.93511,KALIMANTAN TENGAH
Penyang,village,-0.7138,114.39526,KALIMANTAN TENGAH
Karali,village,-0.5841,114.49898,KALIMANTAN TENGAH
Puruk Cahu,town,-0.65064,114.56957,KALIMANTAN TENGAH
Bulau Ngandung,village,-0.89804,114.0143,KALIMANTAN TENGAH
Jakatan Masaha,village,-0.84253,114.02779,KALIMANTAN TENGAH
Hurung Pukung,village,-1.43179,114.40542,KALIMANTAN TENGAH
Tanjung Rendan,village,-0.74071,113.95988,KALIMANTAN TENGAH
Long Nyaan,hamlet,0.90304,114.98322,KALIMANTAN TIMUR
Kampuri,village,-1.35106,113.91996,KALIMANTAN TENGAH
Tapen Raya,village,-1.32749,115.12263,KALIMANTAN TENGAH
Pandran Permai,village,-1.15718,114.9103,KALIMANTAN TENGAH
Bohoq,hamlet,-0.18479,115.77618,KALIMANTAN TIMUR
Teluk Siwo,hamlet,-0.47806,115.75593,KALIMANTAN TIMUR
Pusung,hamlet,-0.50837,115.75764,KALIMANTAN TIMUR
Sikui,village,-1.07665,115.08559,KALIMANTAN TENGAH
Nyaribungan,village,0.14398,115.08646,KALIMANTAN TIMUR
Tumbang Koroi,village,-0.68226,113.61428,KALIMANTAN TENGAH
Tumbang Mujai,village,-1.07563,113.57928,KALIMANTAN TENGAH
Tumbang Bahanei,village,-1.1001,113.47657,KALIMANTAN TENGAH
Tumbang Tuwe,village,-1.02117,113.51929,KALIMANTAN TENGAH
Tumbang Jalemu Kajuei,village,-1.26649,113.43889,KALIMANTAN TENGAH
Tumbang Langgah,village,-1.14757,113.49323,KALIMANTAN TENGAH
Tusang Raya,village,-1.13186,113.41508,KALIMANTAN TENGAH
Jalemu Raya,village,-1.2653,113.42635,KALIMANTAN TENGAH
Tumbang Samui,village,-1.27646,113.32115,KALIMANTAN TENGAH
Putat Durei,village,-1.30334,113.32194,KALIMANTAN TENGAH
Tumbang Mantuhe,village,-1.34769,113.32894,KALIMANTAN TENGAH
Gohong,village,-1.35393,113.34721,KALIMANTAN TENGAH
Bereng Baru,village,-1.46097,113.60394,KALIMANTAN TENGAH
Karya Bhakti,village,-1.31777,113.55514,KALIMANTAN TENGAH
Jakatan Raya,village,-1.28941,113.57303,KALIMANTAN TENGAH
Sangal,village,-1.13082,113.54333,KALIMANTAN TENGAH
Tumbang Lapan,village,-1.16441,113.55301,KALIMANTAN TENGAH
Hantapang,village,-1.06778,113.58927,KALIMANTAN TENGAH
Tumbang Takaoi,village,-0.80532,113.48126,KALIMANTAN TENGAH
Tumbang Hatung,village,-0.60534,113.66381,KALIMANTAN TENGAH
Teluk Kanduri,village,-0.93072,113.55666,KALIMANTAN TENGAH
Taja Urap,village,-0.95327,113.63049,KALIMANTAN TENGAH
Tumbang Habaon,village,-0.96077,113.64203,KALIMANTAN TENGAH
Teluk Lawah,village,-1.01326,113.71725,KALIMANTAN TENGAH
Batu Nyapau,village,-1.11472,113.72782,KALIMANTAN TENGAH
Sare Rangan,village,-1.06159,113.78896,KALIMANTAN TENGAH
Tumbang Pariyei,village,-1.29089,112.78751,KALIMANTAN TENGAH
Rantau Bangkiang,village,-1.38494,113.09877,KALIMANTAN TENGAH
Puruk Kambang,village,-0.67823,114.4503,KALIMANTAN TENGAH
Tumbang Olong II,village,-0.01869,114.3116,KALIMANTAN TENGAH
Osom Tompok,village,-0.45872,114.44809,KALIMANTAN TENGAH
Tumbang Apat,village,-0.55469,114.38782,KALIMANTAN TENGAH
Cinta Budiman,village,-0.68733,114.85839,KALIMANTAN TENGAH
Batu Karang,village,-0.35409,114.67407,KALIMANTAN TENGAH
Hurung Enep,village,-0.85718,114.97752,KALIMANTAN TENGAH
Sirau,village,0.19687,115.51304,KALIMANTAN TIMUR
Mangkawuk,village,-1.19624,113.41906,KALIMANTAN TENGAH
Tajah Antang Raya,village,-1.2543,113.50491,KALIMANTAN TENGAH
Muroi Raya,village,-1.47914,114.21347,KALIMANTAN TENGAH
Dahtah Bungai,village,-0.24884,112.92482,KALIMANTAN BARAT
Nanga Menantak,village,-0.24606,112.96874,KALIMANTAN BARAT
Deme,village,-0.23219,113.01079,KALIMANTAN BARAT
Nanga Pahangan,village,-0.29002,113.07244,KALIMANTAN BARAT
Buntut Purun,village,-0.3023,113.00068,KALIMANTAN BARAT
Nanga Mentomoi,village,-0.31662,112.96822,KALIMANTAN BARAT
Rantau Prapat,village,1.12715,112.62604,KALIMANTAN BARAT
Nanga Palin,village,0.94556,112.64078,KALIMANTAN BARAT
Pala Pintas,village,0.83352,112.66826,KALIMANTAN BARAT
Melak Ulu,village,-0.23339,115.80856,KALIMANTAN TIMUR
Long Pakaq Baru,village,0.76813,114.46283,KALIMANTAN TIMUR
Long Lunuk Baru,village,0.80598,114.53358,KALIMANTAN TIMUR
Kereho,village,0.77673,113.26433,KALIMANTAN BARAT
Entebi,village,0.21464,112.20988,KALIMANTAN BARAT
Selangkai,village,0.24083,112.24549,KALIMANTAN BARAT
Sejahtera Mandiri,village,0.37898,112.31071,KALIMANTAN BARAT
Nanga Jemah,village,0.34241,112.44851,KALIMANTAN BARAT
Beringin,village,0.39329,112.34604,KALIMANTAN BARAT
Karya Mandiri,village,0.35717,112.33816,KALIMANTAN BARAT
Tunas Muda,village,0.35677,112.21193,KALIMANTAN BARAT
Mubung,village,0.35242,112.25014,KALIMANTAN BARAT
Tani Makmur,village,0.4436,112.2175,KALIMANTAN BARAT
Simpang Senara,village,0.42998,112.29264,KALIMANTAN BARAT
Hulu Pengkadan,village,0.41129,112.40032,KALIMANTAN BARAT
Kerangan Panjang,village,0.50427,112.28679,KALIMANTAN BARAT
Sasan,village,0.45863,112.2769,KALIMANTAN BARAT
Buak Limbang,village,0.48187,112.40456,KALIMANTAN BARAT
Tintin Kemantan,hamlet,0.42904,112.38,KALIMANTAN BARAT
Riam Panjang,village,0.45249,112.3872,KALIMANTAN BARAT
Pengkadan Hilir,village,0.53688,112.34307,KALIMANTAN BARAT
Sira Jaya,village,0.46996,112.35863,KALIMANTAN BARAT
Mawan,village,0.48996,112.34727,KALIMANTAN BARAT
Marta Dana,village,0.44603,112.36365,KALIMANTAN BARAT
Pinang Laka,village,0.45579,112.32895,KALIMANTAN BARAT
Pemawan,village,0.48215,112.5446,KALIMANTAN BARAT
Mujan,village,0.4876,112.48519,KALIMANTAN BARAT
Landau Mentail,village,0.55106,112.60865,KALIMANTAN BARAT
Teluk Geruguk,village,0.60373,112.54942,KALIMANTAN BARAT
Delintas Karya,village,0.55959,112.5254,KALIMANTAN BARAT
Nanga Danau,village,0.54784,112.50162,KALIMANTAN BARAT
Nanga Ret,village,0.53251,112.48818,KALIMANTAN BARAT
Karya Maju,village,0.51677,112.48474,KALIMANTAN BARAT
Tubang Jaya,village,0.45577,112.46911,KALIMANTAN BARAT
Boyan Tanjung,village,0.48395,112.47933,KALIMANTAN BARAT
Nanga Betung,village,0.47113,112.49258,KALIMANTAN BARAT
Nanga Serawak,hamlet,0.35793,112.34707,KALIMANTAN BARAT
Nanga Letuh,hamlet,0.35439,112.32807,KALIMANTAN BARAT
Batu Tiga,village,0.33842,112.98427,KALIMANTAN BARAT
Nanga Payang,village,0.39302,112.802,KALIMANTAN BARAT
Segitak,village,0.40436,112.6646,KALIMANTAN BARAT
Nanga Kelibang,village,0.41924,112.69389,KALIMANTAN BARAT
Nanga Semangut,village,0.47031,112.69966,KALIMANTAN BARAT
Landau Apus,hamlet,0.48719,112.62465,KALIMANTAN BARAT
Semangut Utara,village,0.47956,112.70311,KALIMANTAN BARAT
Temuyuk,village,0.47761,112.66383,KALIMANTAN BARAT
Riam Piyang,village,0.46596,112.60598,KALIMANTAN BARAT
Sungai Besar,village,0.46414,112.63459,KALIMANTAN BARAT
Pantas Bersatu,village,0.48561,112.64363,KALIMANTAN BARAT
Bakong Permai,village,0.5084,112.64678,KALIMANTAN BARAT
Beringin,village,0.5327,112.65857,KALIMANTAN BARAT
Tangai Jaya,village,0.53781,112.85259,KALIMANTAN BARAT
Sungai Tekuyung,hamlet,0.52287,112.87438,KALIMANTAN BARAT
Menaren,village,0.55643,112.83157,KALIMANTAN BARAT
Lubuk Mantuk,hamlet,0.6042,112.8793,KALIMANTAN BARAT
Tanjung Intan,village,0.53442,112.78713,KALIMANTAN BARAT
Ribang Kadeng,village,0.67532,113.03987,KALIMANTAN BARAT
Peniung,village,0.60677,112.99132,KALIMANTAN BARAT
Nanga Lebangan,village,0.66287,113.04808,KALIMANTAN BARAT
Segiam,village,0.68305,112.98181,KALIMANTAN BARAT
Tapang Da'an,village,0.68756,113.05262,KALIMANTAN BARAT
Semerantau,village,0.67957,112.95667,KALIMANTAN BARAT
Rantau Bumbun,village,0.71685,113.09394,KALIMANTAN BARAT
Tekudak,village,0.64631,112.88404,KALIMANTAN BARAT
Kalis Raya,village,0.68674,112.90779,KALIMANTAN BARAT
Nanga Kalis,village,0.69386,112.91051,KALIMANTAN BARAT
Tembang,village,0.79231,112.5544,KALIMANTAN BARAT
Kapuas Raya,village,0.78899,112.5058,KALIMANTAN BARAT
Bunut Tengah,village,0.77891,112.50297,KALIMANTAN BARAT
Empangau,village,0.71941,112.37927,KALIMANTAN BARAT
Empangau Hilir,village,0.71666,112.37225,KALIMANTAN BARAT
Temenang,village,0.56465,112.28611,KALIMANTAN BARAT
Nanga Serian,village,0.57641,112.30272,KALIMANTAN BARAT
Kandung Suli,village,0.64269,112.25526,KALIMANTAN BARAT
Jongkong Kiri Hilir,village,0.66963,112.27615,KALIMANTAN BARAT
Jongkong Kiri Tengah,village,0.6674,112.28048,KALIMANTAN BARAT
Jongkong Kiri Hulu,village,0.66626,112.28929,KALIMANTAN BARAT
Jongkong Pasar,village,0.66435,112.27737,KALIMANTAN BARAT
Jongkong Kanan,village,0.65795,112.28423,KALIMANTAN BARAT
Semalah,village,0.85634,112.21736,KALIMANTAN BARAT
Sekubah,village,0.52271,112.22737,KALIMANTAN BARAT
Lanjak Deras,village,1.03566,112.22661,KALIMANTAN BARAT
Labian Ira'ang,village,1.12593,112.25371,KALIMANTAN BARAT
Sungai Utik,hamlet,1.12141,112.56401,KALIMANTAN BARAT
Batu Lintang,village,1.12261,112.56355,KALIMANTAN BARAT
Nanga Lauk,village,0.94698,112.64071,KALIMANTAN BARAT
UPT XIX Keliling Semulung,hamlet,0.8642,112.72303,KALIMANTAN BARAT
Ujung Bayur,village,0.84174,112.72819,KALIMANTAN BARAT
Kirin Nangka,village,0.83906,112.69903,KALIMANTAN BARAT
Belatung,village,0.98715,112.52673,KALIMANTAN BARAT
Benua Tengah,village,0.91818,112.82427,KALIMANTAN BARAT
Jangkang,village,0.92899,112.84092,KALIMANTAN BARAT
Lauk,village,0.91454,112.81002,KALIMANTAN BARAT
Jongkong Manday,village,0.71114,112.86928,KALIMANTAN BARAT
Melapi Manday,village,0.71659,112.81894,KALIMANTAN BARAT
Nanga Manday,village,0.79373,112.78762,KALIMANTAN BARAT
Petak Bahandang,village,-1.14696,113.8965,KALIMANTAN TENGAH
Nanga Tampang,village,0.03904,112.21461,KALIMANTAN BARAT
Gemare I,hamlet,-0.15182,112.28171,KALIMANTAN BARAT
Gemare II,hamlet,-0.1268,112.29473,KALIMANTAN BARAT
Merah Arai,village,-0.16266,112.37766,KALIMANTAN BARAT
Tapang Manua,village,-0.14925,112.39873,KALIMANTAN BARAT
Kerapuk Jaya,village,-0.00218,112.21355,KALIMANTAN BARAT
Tanjung Miru,village,-0.04852,112.2606,KALIMANTAN BARAT
Tanah Merah,village,-0.20533,112.27618,KALIMANTAN BARAT
Dusun,hamlet,-0.38722,112.41909,KALIMANTAN BARAT
Dusun,hamlet,-0.28888,112.69288,KALIMANTAN BARAT
Dusun,hamlet,-0.48659,112.70452,KALIMANTAN BARAT
Dusun,hamlet,-0.36105,112.68005,KALIMANTAN BARAT
Tunas Harapan,village,-0.3154,112.39338,KALIMANTAN BARAT
Sabhang Landan,village,-0.26178,112.67866,KALIMANTAN BARAT
Sawang Senghiang,village,-0.25857,112.63484,KALIMANTAN BARAT
Limbur Bernaung Lestari,village,-0.1668,112.56883,KALIMANTAN BARAT
Mensulung Bio,village,-0.21544,112.57187,KALIMANTAN BARAT
Tamakung,village,-0.27199,112.58108,KALIMANTAN BARAT
Nanga Tangoi,village,-0.33393,112.68911,KALIMANTAN BARAT
Meroboi,village,-0.42464,112.70258,KALIMANTAN BARAT
Nanga Ruhan,village,-0.39581,112.74225,KALIMANTAN BARAT
Nanga Bihe,village,-0.38364,112.50304,KALIMANTAN BARAT
Mentajoi,village,-0.39673,112.60279,KALIMANTAN BARAT
Panekasan,village,-0.5007,112.50582,KALIMANTAN BARAT
Rantau Malam,village,-0.50046,112.55671,KALIMANTAN BARAT
Teluk Harapan,village,-0.42077,112.46002,KALIMANTAN BARAT
Nanga Tekungai,village,-0.35278,112.47319,KALIMANTAN BARAT
Nusa Tujuh,village,-0.34662,112.37638,KALIMANTAN BARAT
Batu Ketebung,village,-0.30633,112.45531,KALIMANTAN BARAT
Tanjung Baru,village,-0.33662,112.42722,KALIMANTAN BARAT
Mekar Sari,village,-0.33177,112.42935,KALIMANTAN BARAT
Muara Kota,village,-0.32799,112.43475,KALIMANTAN BARAT
Talian Sahabung,village,-0.2685,112.53408,KALIMANTAN BARAT
Gurung Senghiang,village,-0.27383,112.49431,KALIMANTAN BARAT
Tanjung Harapan,village,-0.27472,112.58048,KALIMANTAN BARAT
Nanga Ukai,village,-0.25399,112.95357,KALIMANTAN BARAT
Riam Sabon,village,-0.30506,112.93481,KALIMANTAN BARAT
Sungai Tambun,village,-0.263,112.92067,KALIMANTAN BARAT
Jengkarang,village,-0.01151,113.00539,KALIMANTAN BARAT
Nanga Rade,village,-0.04125,112.84167,KALIMANTAN BARAT
Kolangan Juoi,village,0.01356,112.67061,KALIMANTAN BARAT
Luting Mingan,village,0.01135,112.66366,KALIMANTAN BARAT
Korong Daso,village,-0.0163,112.6733,KALIMANTAN BARAT
Patih Jepara,village,-0.05166,112.76695,KALIMANTAN BARAT
Nanga Keremoi,village,-0.02094,112.775,KALIMANTAN BARAT
Nanga Sakai,village,-0.22933,112.83804,KALIMANTAN BARAT
Mensuang,village,-0.25534,112.88236,KALIMANTAN BARAT
Pulou Sabhang,village,-0.08906,112.76807,KALIMANTAN BARAT
Purut Beribit,village,-0.14304,112.76196,KALIMANTAN BARAT
Bukai Tukun,village,-0.17744,112.72977,KALIMANTAN BARAT
Nusa Poring,village,-0.22418,112.7422,KALIMANTAN BARAT
Lunjan Tingang,village,-0.23685,112.71572,KALIMANTAN BARAT
Bukit Tinggi,village,-0.24365,112.70704,KALIMANTAN BARAT
Dusun,hamlet,-0.3092,112.36412,KALIMANTAN BARAT
Dusun,hamlet,-0.44201,112.23038,KALIMANTAN BARAT
Dusun,hamlet,-0.44335,112.2247,KALIMANTAN BARAT
Dusun,hamlet,-0.49455,112.32395,KALIMANTAN BARAT
Dusun,hamlet,-0.4719,112.34552,KALIMANTAN BARAT
Dusun,hamlet,-0.48076,112.33408,KALIMANTAN BARAT
Dusun,hamlet,-0.47735,112.29431,KALIMANTAN BARAT
Dusun,hamlet,-0.47224,112.28121,KALIMANTAN BARAT
Dusun,hamlet,-0.47591,112.26492,KALIMANTAN BARAT
Dusun,hamlet,-0.47091,112.25302,KALIMANTAN BARAT
Dusun,hamlet,-0.48732,112.22493,KALIMANTAN BARAT
Dusun,hamlet,-0.35105,112.34403,KALIMANTAN BARAT
Dusun,hamlet,-0.44192,112.33249,KALIMANTAN BARAT
Dusun,hamlet,-0.46399,112.33803,KALIMANTAN BARAT
Bunyau,hamlet,-0.362,112.25651,KALIMANTAN BARAT
Labang Manyam,hamlet,-0.29883,112.20528,KALIMANTAN BARAT
Guhung Keruab,hamlet,-0.34984,112.24495,KALIMANTAN BARAT
Oyah Kanan,hamlet,-0.39028,112.24748,KALIMANTAN BARAT
Sungai Sampuk,village,-0.44709,112.26291,KALIMANTAN BARAT
Batu Onap,village,-0.39717,112.35372,KALIMANTAN BARAT
Batas Nangka,village,-0.33181,112.29954,KALIMANTAN BARAT
Nusa Poring,village,-0.43277,112.32663,KALIMANTAN BARAT
Kenali Jaya,hamlet,-0.3687,112.31167,KALIMANTAN BARAT
Oyah,village,-0.39301,112.24412,KALIMANTAN BARAT
Lihai,village,-0.41356,112.20763,KALIMANTAN BARAT
UPT Trans Bahitom,hamlet,-0.68762,114.60597,KALIMANTAN TENGAH
Mampai Jaya,village,-0.9444,113.7303,KALIMANTAN TENGAH
Dirung Koram,village,-0.96474,113.96442,KALIMANTAN TENGAH
Data Baru,village,1.2983,115.43294,KALIMANTAN TIMUR
Transabangdep,hamlet,-1.03238,114.8759,KALIMANTAN TENGAH
Nunuk Jaji,hamlet,-0.83411,114.82678,KALIMANTAN TENGAH
Malateken,hamlet,-0.99295,115.13639,KALIMANTAN TENGAH
Nanga Sebilit,hamlet,0.50436,112.6669,KALIMANTAN BARAT
Betung Raya,hamlet,0.49263,112.65792,KALIMANTAN BARAT
Tabai Aon,hamlet,-0.49853,112.49931,KALIMANTAN BARAT
Tumbang Salio,village,-0.79354,114.2907,KALIMANTAN TENGAH
Camp Tengah,hamlet,-0.80961,114.23123,KALIMANTAN TENGAH
Km.66,hamlet,-0.3053,114.37361,KALIMANTAN TENGAH
Masupa Ria,village,-0.55074,114.04632,KALIMANTAN TENGAH
Tumbang Tihis,village,-0.73684,113.9965,KALIMANTAN TENGAH
Selangon,hamlet,-0.51039,114.49876,KALIMANTAN TENGAH
Simpang Muwun,hamlet,-0.50024,114.49719,KALIMANTAN TENGAH
Dusun Teronoi,hamlet,0.28298,113.88877,KALIMANTAN TENGAH
Sungai Lunuk,village,-0.62434,114.53546,KALIMANTAN TENGAH
Doan Arung,village,-0.4981,114.53637,KALIMANTAN TENGAH
Tumbang Tabulus,hamlet,-0.14505,113.91408,KALIMANTAN TENGAH
Takajung,village,-0.2932,114.12427,KALIMANTAN TENGAH
Jangkang,village,-1.15519,114.20469,KALIMANTAN TENGAH
Kolam,village,-0.41434,114.4933,KALIMANTAN TENGAH
Datah Bilang Baru,village,0.23364,115.45428,KALIMANTAN TIMUR
Long Hubung Ulu,village,0.26513,115.43362,KALIMANTAN TIMUR
Pulan,hamlet,1.1301,112.53139,KALIMANTAN BARAT
Benangin I,village,-0.99287,115.37102,KALIMANTAN TENGAH
Kelian,village,-0.38762,115.58962,KALIMANTAN TIMUR
Jangau,hamlet,0.57466,115.12397,KALIMANTAN TIMUR
Sepan Kareho,village,0.76647,113.36474,KALIMANTAN BARAT
Ujoh Bilang,village,0.52532,115.23894,KALIMANTAN TIMUR
Royoq,hamlet,-0.22346,115.79174,KALIMANTAN TIMUR
Ujoh Bilang,town,0.52309,115.24001,KALIMANTAN TIMUR
Lendian Liang Nayuk,village,-0.96401,115.86677,KALIMANTAN TIMUR
Samarinda,city,-0.50178,117.13931,KALIMANTAN TIMUR
Bontang,city,0.12365,117.47171,KALIMANTAN TIMUR
Tenggarong,town,-0.43349,116.9785,KALIMANTAN TIMUR
Bangun Rejo,village,-0.35464,117.11381,KALIMANTAN TIMUR
Tepian Ulaq,village,-0.34104,116.08946,KALIMANTAN TIMUR
